Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Admission status,Closed
13030,Kibera South Health Centre,Kibera South Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Kenya MPDB,10,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,None,No
15648,St Kevina Dispensary,St Kevina Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Uasin Gishu,Turbo,Turbo,Tapsagoi,Operational,None,No
15651,St Martin De Porres (Static),St Martin De Porres (Static),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nakuru,Kuresoi North,Kuresoi North,Kamara,Operational,None,No
15085,Lorengippi Dispensary,Lorengippi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Loima,Loima,Lokiriama/Lorengippi,Operational,None,No
10878,Njabini Health Centre,Njabini Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,6,0,Nyandarua,Kinangop,Kinangop,Njabani/Kiburu,Operational,None,No
15086,Lorien Dispensary,Lorien Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Operational,None,No
11010,Siloam Medical Centre,Siloam Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,3,0,Kiambu,Ruiru,Ruiru,Kiuu,Operational,None,No
15653,St Mary Medical Clinic (Nakuru North),St Mary Medical Clinic (Nakuru North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nakuru,Bahati,Nakuru North,Kiamaina,Operational,None,No
12156,Kalulini Health Centre (Kibwezi),Kalulini Health Centre (Kibwezi),None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Makueni,Kibwezi West,Kibwezi West,Kikumbulyu South,Operational,None,No
15726,Tinderet Tea Dispensary,Tinderet Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nandi,Tinderet,Tinderet,Tinderet,Operational,None,No
10034,Antony Njogu Clinic,Antony Njogu Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,None,No
12601,Mutitu Sub County Hospital,Mutitu Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,Kitui,Kitui East,Kitui East,Mutitu/Kaliku,Operational,None,No
15657,St Mathews Maternity and Lab Services,St Mathews Maternity And Lab Services,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado East,Kajiado East,Kitengela,Closed,None,Yes
11404,Gotani Dispensary,Gotani Model Health Centre,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kaloleni,Kaloleni,Kayafungo,Operational,None,No
11973,Chuka  County Refferal Hospital,Chuka County Refferal Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,124,8,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,None,No
15613,Sore Dispensary,Sore Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Mogotio,Mogotio,Mogotio,Operational,None,No
10241,Generations Medical Clinic,Generations Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Kigumo,Kigumo,Kigumo,Closed,None,Yes
11430,Jaribuni Dispensary,Jaribuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Ganze,Ganze,Jaribuni,Operational,None,No
12706,Premier Medical Clinic (Kangundo),Premier Medical Clinic (Kangundo),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Machakos,Matungulu,Matungulu,Matungulu East,Closed,None,Yes
12724,Salama (Baptist) Nursing Home,Salama Baptist Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Makueni,Kilome,Kilome,Kima Kiu/Kalanzoni,Operational,None,No
16559,Buuri Chemist / Laboratory,Buuri Chemist / Laboratory,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,None,No
13043,7Kr Mrs Health Centre,7KR MRS Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Armed Forces,Ministry of Health,Ministry of Health,14,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,None,No
12022,Gacabari Dispensary,Gacabari Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Embu,Mbeere South,Mbeere South,Kiambere,Operational,None,No
15674,State Lodge Dispensary,State Lodge Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,None,No
15688,Sun-Shine Medical Clinic Annex,Sun-Shine Medical Clinic Annex,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nakuru,Bahati,Nakuru North,Bahati,Closed,None,Yes
10334,Ichamara Medical Clinic,Ichamara Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyeri,Mukurweini,Mukurweini,Mukurwe-ini Central,Operational,None,No
15746,Tulwet Dispensary (Buret),Tulwet Dispensary (Buret),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kericho,Bureti,Bureti,Kisiara,Operational,None,No
14478,Esther Memorial Nursing Home,Esther Memorial Nursing Home,000057,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,2,Nakuru,Bahati,Nakuru North,Kiamaina,Operational,None,No
11433,Jilore Dispensary,Jilore Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Malindi,Malindi,Jilore,Operational,None,No
16736,Chepturu Dispensary,Chepturu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Other,0,0,Baringo,Tiaty,East Pokot,Kolowa,Operational,None,No
12387,Kr Memorial Medical Clinic,KR Memorial Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Embu,Runyenjes,Runyenjes,Central Ward,Closed,None,Yes
16068,Nambuku Model Health Centre,Nambuku Model Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,32,0,Busia,Funyula,Samia,Namboboto-nambuku,Operational,None,No
15668,St Theresia of Jesus,St Theresia Of Jesus,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0,0,Narok,Kilgoris,Transmara West,Kimintet,Operational,None,No
16561,Diplomat Clinic,Diplomat Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Meru,Buuri,Buuri West,Timau,Operational,None,No
10829,Ndaragwa Health Centre,Ndaragwa Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,13,0,Nyandarua,Ndaragwa,Ndaragwa,Central,Operational,None,No
11437,Jomvu Kuu (MCM) Dispensary,Jomvu Kuu (MCM) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Mombasa,Jomvu,Jomvu,Jomvu Kuu,Operational,None,No
13041,Langata Health Centre (Mugumo-Ini),Langata Health Centre (Mugumo-Ini),None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,20,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,None,No
15087,Lorngoswa Dispensary,Lorngoswa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kajiado,Kajiado Central,Kajiado Central,Matapato North,Operational,None,No
15567,Sigot Dispensary,Sigot Dispensary,GK 010788,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nandi,Mosop,Mosop,Kabisaga,Operational,None,No
15574,Simba Health Centre,Simba Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,12,2,Kajiado,Kajiado East,Kajiado East,Kenyawa-poka,Operational,None,No
15088,Lorogon Dispensary,Lorogon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana South,Turkana South,Kaputir,Operational,None,No
15571,Siloam Hospital,Siloam Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,110,6,Kericho,Ainamoi,Ainamoi,Kipchebor,Operational,None,No
15432,Ol-Rongai Dispensary (Rongai),Ol-Rongai Dispensary (Rongai),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Rongai,Rongai,Menengai West,Operational,None,No
16074,Nasewa Health Centre,Nasewa Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,23,0,Busia,Matayos,Matayos,Matayos South,Operational,None,No
11463,Kiangachinyi Dispensary,Kiangachinyi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Mwatate,Mwatate,Wusi/Kishamba,Operational,None,No
11444,Junju Dispensary,Junju Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kilifi South,Kilifi South,Junju,Operational,None,No
15092,Loruth Dispensary,Loruth Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,None,No
15708,Tapach Dispensary,Tapach Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,West Pokot,Pokot South,Pokot South,Tapach,Operational,None,No
15706,Tangasir Dispensary,Tangasir Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,7,0,Uasin Gishu,Moiben,Moiben,Karuna/Meibeki,Operational,None,No
11445,Kadaina Community Dispensary,Kadaina Community Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kilifi North,Kilifi North,Matsangoni,Operational,None,No
15093,Losogwa Dispensary,Losogwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,None,No
15094,Loturerei Dispensary,Loturerei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana Central,Turkana Central,Kanamkemer,Operational,None,No
16381,Sisioni (Kiambogo) Dispensary,Sisioni (Kiambogo) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Naivasha,Naivasha,Naivasha East,Operational,Not Admitting Patients,No
13945,Nyatike Health Centre,Nyatike Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,5,Kisii,South Mugirango,South Mugirango,Tabaka,Operational,None,No
15723,Thigio Dispensary (Laikipia West),Thigio Dispensary (Laikipia West),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Laikipia,Laikipia West,Laikipia West,Marmanet,Operational,None,No
11447,Kadzinuni Dispensary,Kadzinuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kilifi North,Kilifi North,Mnarani,Operational,None,No
15097,Lower Solai Dispensary,Lower Solai Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,3,Nakuru,Rongai,Rongai,Solai,Operational,None,No
11448,Kafuduni Dispensary,Kafuduni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Kinango,Kinango,Mwavumbo,Operational,None,No
15715,Tegego Dispensary,Tegego Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Uasin Gishu,Soy,Soy,Kipsomba,Closed,None,Yes
14213,Arimi Dispensary,Arimi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Molo,Molo,Elburgon,Operational,None,No
15717,Tenduet Dispensary,Tenduet Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Bomet,Konoin,Konoin,Chepchabas,Operational,None,No
15716,Tenden Dispensary,Tenden Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Cherang'any/Chebororwa,Operational,None,No
15152,Matanya Dispensary,Matanya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Laikipia,Laikipia East,Laikipia East,Tigithi,Operational,None,No
15113,Maji Moto Dispensary (Narok South),Maji Moto Dispensary (Narok South),None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Narok,Narok South,Narok South,Maji Moto/Naroosura,Operational,None,No
15739,Transmara West Sub County Hospital,Transmara West Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,84,2,Narok,Kilgoris,Transmara West,Shankoe,Operational,None,No
15323,Ndarawetta Health centre,Ndarawetta Health centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Bomet Central,Bomet Central,Ndaraweta,Operational,None,No
15736,Tororek Dispensary,Tororek Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Narok,Kilgoris,Transmara West,Kilgoris Central,Operational,None,No
15741,Tugen Estate Dispensary,Tugen Estate Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Uasin Gishu,Moiben,Moiben,Sergoit,Operational,None,No
15737,Torosei Dispensary,Torosei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kajiado,Kajiado West,Kajiado West,Iloodokilani,Operational,None,No
15118,Makyolok Dispensary,Makyolok Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Kericho,Kipkelion West,Kipkelion West,Chilchila,Operational,None,No
15784,Wiyumiririe Dispensary,Wiyumiririe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Laikipia,Laikipia East,Laikipia East,Ngobit,Operational,None,No
11451,Kajire Dispensary,Kajire Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Voi,Voi,Sagala,Operational,None,No
15119,Mangu Dispensary (Rongai),Mangu Dispensary (Rongai),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Rongai,Rongai,Menengai West,Operational,None,No
15121,Manyoror Dispensary,Manyoror Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Kericho,Ainamoi,Ainamoi,Kapsaos,Operational,None,No
16095,Rukala Model Health Centre,Rukala Model Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24,0,Busia,Budalangi,Bunyala,Bunyala South,Operational,None,No
14397,Consolata Medical Clinic (Eldoret South),Consolata Medical Clinic (Eldoret South),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Kesses,Kesses,Racecourse,Closed,None,No
16562,Dorjos Health Services,Dorjos Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,None,No
10511,Kaweru Medical Clinic,Kaweru Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Muranga,Kiharu,Kiharu,Gaturi,Closed,None,Yes
16443,Wargadud Nomadic Clinic,Wargadud Nomadic Clinic,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Mandera,Mandera South,Mandera South,Wargudud,Operational,None,No
15734,Top Station Dispensary,Top Station Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Trans Nzoia,Saboti,Saboti,Matisi,Operational,None,No
15743,Tuina Dipensary,Tuina Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,West Pokot,Kapenguria,West Pokot,Mnagei,Operational,None,No
10341,Ihururu Medical Clinic,Ihururu Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Tetu,Tetu,Dedan Kimathi,Operational,None,No
15758,Uasin Gishu District Hospital,Uasin Gishu District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,0,Uasin Gishu,Moiben,Moiben,Kimumu,Operational,None,No
15753,Turbo Sub County Hospital,Turbo Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,4,Uasin Gishu,Turbo,Turbo,Tapsagoi,Operational,None,No
13049,Lianas Clinic Health Centre,Lianas Clinic Health Centre (Westlands),None,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,9,3,Nairobi,Westlands,Westlands,Kangemi,Operational,None,No
15151,Masurura Dispensary,Masurura Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Narok,Kilgoris,Transmara West,Lolgorian,Operational,None,No
15769,Catholic Hospital Wamba,Catholic Hospital Wamba,None,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,178,16,Samburu,Samburu East,Samburu East,Wamba East,Operational,None,No
15788,Ziwa Sub County Hospital,Ziwa Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,4,Uasin Gishu,Soy,Soy,Ziwa,Operational,None,No
15148,Mary Immaculate Dispensary (Laikipia East),Mary Immaculate Dispensary (Laikipia East),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,None,No
15795,Alupe Sub County Referral Hospital,Alupe Sub County Referral Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,133,0,Busia,Teso South,Teso South,Ang'orom,Operational,None,No
15772,Wangu Community Dispensary,Wangu Community Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,13,13,Nakuru,Naivasha,Naivasha,Biashara,Operational,None,No
15792,Akichelesit Dispensary,Akichelesit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Teso North,Teso North,Ang'urai South,Operational,None,No
15797,Amaase Dispensary,Amaase Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Teso South,Teso South,Chakol South,Operational,None,No
11344,Dr Mustafa Kamani Clinic,Dr Mustafa Kamani Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kilifi,Malindi,Malindi,Malindi Town,Operational,None,No
11016,Solea Medical Clinic,Solea Medical Clinic,001387,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Kandara,Kandara,Ng'araria,Operational,None,No
16366,Nakwijit Dispensary,Nakwijit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,West Pokot,Kacheliba,Pokot North,Kodich,Operational,None,No
15796,Amagoro Nursing Home,Amagoro Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,7,0,Busia,Teso North,Teso North,Malaba Central,Operational,None,No
15794,Alliance Clinic,Alliance Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Vihiga,Sabatia,Sabatia,Chavakali,Operational,None,No
12392,Kwa Judy Medical Clinic,Kwa Judy Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Machakos,Matungulu,Matungulu,Matungulu East,Closed,None,Yes
15785,Yatya Dispensary,Yatya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Baringo North,Baringo North,Saimo/Soi,Operational,None,No
15321,Ndamichonik Dispensary,Ndamichonik Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Chepalungu,Chepalungu,Kong'asis,Operational,None,No
13053,Lunga Lunga Health Centre,Lunga Lunga Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Makadara,Makadara,Viwandani,Operational,None,No
10138,Thika Arcade Health Services,Thika Arcade Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,None,No
11410,Hindi Prison Dispensary,Hindi Prison Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Lamu,Lamu West,Lamu West,Hindi,Operational,None,No
16103,Serem Health Centre,Serem Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,15,5,Vihiga,Hamisi,Hamisi,Shamakhokho,Operational,None,No
11248,Baricho Dispensary,Baricho Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Magarini,Magarini,Garashi,Operational,None,No
13056,Makadara Health Centre,Makadara Health Centre,48853,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Kenya MPDB,19,0,Nairobi,Makadara,Makadara,Maringo/Hamza,Operational,None,No
12712,Riakanau Dispensary,Riakanau Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Embu,Mbeere South,Mbeere South,Mwea,Operational,None,No
15801,Ap Line Dispensary,AP Line Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Kakamega,Lurambi,Lurambi,Shirere,Operational,None,No
15802,Apokor Dispensary,Apokor Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Teso South,Teso South,Amukura Central,Operational,None,No
13062,Maria Immaculate Health Centre,Maria Immaculate Health Centre (lavington),None,Level 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,27,2,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,None,No
15122,Maparasha Dispensary,Maparasha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kajiado,Kajiado Central,Kajiado Central,Matapato North,Operational,None,No
11453,Kakuyuni Dispensary (Malindi),Kakuyuni Dispensary (Malindi),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,1,Kilifi,Malindi,Malindi,Kakuyuni,Operational,None,No
15123,Mara Serena Dispensary,Mara Serena Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Narok,Kilgoris,Transmara West,Kimintet,Operational,None,No
15124,Maraigushu Dispensary,Maraigushu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Naivasha,Naivasha,Naivasha East,Operational,None,No
14577,Ipcc Kaimosi Dispensary,IPCC Kaimosi Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nandi,Emgwen,Emgwen,Chepkumia,Closed,None,Yes
10554,Kiane Medical & Eye Clinic,Kiane Medical & Eye Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Muranga,Kandara,Kandara,Ng'araria,Operational,None,No
15806,Bay Way Medical Clinic,Bay Way Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),8,0,Vihiga,Luanda,Luanda,Luanda South,Operational,None,No
11566,Mariakani District Hospital,Mariakani Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,72,0,Kilifi,Kaloleni,Kaloleni,Mariakani,Operational,None,No
15804,Approved Dispensary,Approved Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kakamega,Lurambi,Lurambi,Mahiakalo,Operational,None,No
